Day,Meal,Meal Type,Dish,Ingredients list,Cooking Notes,,,,,,,,,,,,,,
11,1B,Slow,Apple Topping,apples,,8,,,,x,,,,,,AZ,,,
11,1B,Slow,Apple Topping,butter,,3/4 cup,,x,,,,,,,,AZ,,,
11,1B,Slow,Apple Topping,cinnamon,,4 Tbsp,,,,,,,,x,,,,,
11,1B,Slow,Eggs for pancake haters,eggs,,8,,x,,,,,,,,AZ,,,
11,1B,Slow,Bacon,sugar,,4 Tbsp,,,,,,,,x,,,,,
11,1B,Slow,,bacon,,3 lb,x,,,,,,,,,AZ,,,
11,1B,Slow,,dry milk,,,,,,,,,,,,,,,
11,1B,Slow,,soy milk,,,,,,,,,,,,,,,
11,1B,Slow,,coffee,,1/2 lb,,,,,,,,x,,CA,costco,,
11,1B,Slow,,decaf coffee bag,,2 bags,,,,,,,,x,,CA,,,
11,1B,Slow,,caffeinated tea,,4 bags,,,,,,,,x,,CA,,,
11,1B,Slow,,herbal tea,,6 bags,,,,,,,,x,,CA,,,
11,1B,Slow,,white sugar,,1/2 cup,,,,,,,,x,,CA,,,
,,,,,,,,,,,,,,,,,,,
11,2L,Deli Bar,,sliced breads,,~40 slices,,,,,,x,,,,AZ,TJ's ?,,"variety: nutty, whole wheat, buttermilk, sourdough...etc"
11,2L,Deli Bar,,tortillas,,16,,,,,,x,,,,AZ,,, (good kind aka. non-mission brand)
11,2L,Deli Bar,,tomatoes,,4 large,,,,,,,,,,,,,
11,2L,Deli Bar,,red onion,,1 large,,,x,,,,,,,AZ,,,
11,2L,Deli Bar,,pepperonchinis,,1/2 large jar,,x,,,,,,,,CA,,,
11,2L,Deli Bar,,spicy mustard,,1/2 jar,,x,,,,,,,,CA,,,
11,2L,Deli Bar,,cheese (assortment),,16 oz,,x,,,,,,,,AZ,TJ's,,
11,2L,Deli Bar,,iceburg lettuce,,1/2 head,,x,,,,,,,,AZ,,,
11,2L,Deli Bar,,mayonaise,,1/5 jar,,x,,,,,,,,CA,TJ's,,
11,2L,Deli Bar,,peanut butter,,8 oz,,,,,x,,,,,CA,TJ's,,
11,2L,Deli Bar,,jam,,8 oz,,x,,,,,,,we could bring some home-made jam!,CA,,,
11,2L,Deli Bar,,oranges,,6,,,x,,,,,,,AZ,,,
11,2L,Deli Bar,,apples,,4,,,x,,,,,,,AZ,,,
11,2L,Deli Bar,,tortilla chips,,2 bags,,,,,,,x,,,AZ,TJ's/whofo,,
11,2L,Deli Bar,,mix of delicious salsas,,two 16 oz jars,,,,,x,,,,,CA,TJ's/whofo,,
11,2L,Deli Bar,,tapatio,,endless :),,,,,,,,x,,CA,box?,,
11,2L,Deli Bar,,salame log,,1 small,,x,,,,,,,,AZ,,,Sliced.
11,2L,Deli Bar,,"marinated, baked tofu",,3 packages),,x,,,,,,,,AZ,TJ's/whofo,,(e.g. wildwood)
11,2L,Deli Bar,,carrots,,1 bunch of small carrots,,x,,,,,,,,AZ,,,
,,,,,,,,,,,,,,,,,,,
11,3D,,Pasta w/ Tomato Sauce,pasta,,5 lbs.,,,,,x,,,,,,,,
11,3D,,Pasta w/ Tomato Sauce,canned tomato sauce,,4 x 24 oz jars.,,,,,x,,,,"time permitting, zuz will make - otherwise buy...",,,,
11,3D,,Pasta w/ Tomato Sauce,onion,,4 onion,,,x,,,,,,zuz dehydrates veggies,CA,,,
11,3D,,Pasta w/ Tomato Sauce,dehydrated tomatoes,,,,,,,x,,,,,CA,garden,,
11,3D,,Pasta w/ Tomato Sauce,dehydrated zucchini,,7,,,,,x,,,,,CA,garden,,
11,3D,,Pasta w/ Tomato Sauce,dehydrated eggplant,,2,,,,,x,,,,,CA,garden,,
11,3D,,Pasta w/ Tomato Sauce,dehydrated portobella mushrooms,,5,,,,,x,,,,,CA,,,
11,3D,,Pasta w/ Tomato Sauce,veggie broth,,1 box (32 oz?),x,,,,,,,,,,,,
11,3D,,Pasta w/ Tomato Sauce,roasted red pepper,,~24 oz. jar,,,,,x,,,,,,,,
11,3D,,Pasta w/ Tomato Sauce,parmesan,,12 oz.,,x,,,,,,,,,,,
11,3D,,Pasta w/ Tomato Sauce,oregano,,1/4 cup,,,,,x,,,x,,,,,
11,3D,,Garlic Bread,bread ,,2 large loaves,x,,,,,,,,,,,,
11,3D,,Garlic Bread,garlic,,1 head,,x,,,,,,,,,,,
11,3D,,Garlic Bread,oil,,?,,,,,,,,x,,,,,
11,3D,,Garlic Bread,parmesan,,8 oz.,,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12,1B,Fast: Bagels,,bagels,,12,,,,,,x,,,,AZ,,,
12,1B,Fast: Bagels,,english muffins,,12,,,,,,x,,,,AZ,,,
12,1B,Fast: Bagels,,nutty/seedy crakers,,2 boxes,,,,,x,,,,,CA ,costco,,
12,1B,Fast: Bagels,,peanut butter,,12 oz,,,,,,,,x,,CA,costco,,
12,1B,Fast: Bagels,,nutella,,12 oz,,,,,,,,x,,CA,,,
12,1B,Fast: Bagels,,honey,,5 oz,,,,,,,,x,,CA,costco,,
12,1B,Fast: Bagels,,cream cheese,,500g,,x,,,,,,,,,,,
12,1B,Fast: Bagels,,jam,,10 oz,,,,,,,,x,,CA,,,
12,1B,Fast: Bagels,,soy milk,,1 qt,,,,,x,,,,,CA,costco,,
12,1B,Fast: Bagels,,"milk, dried  ",,1 qt dry,,,,,,,,x,,CA,,,
12,1B,Fast: Bagels,,nuts almonds,,1/2  lb,,,,,,,x,,,CA,costco,,
12,1B,Fast: Bagels,,oranges,,12,,,,x,,,,,,AZ,,,
12,1B,Fast: Bagels,,coffee,,1/4 lb ,,,,,x,,,,,CA,costco,,
12,1B,Fast: Bagels,,decaf coffee bag,,2 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Bagels,,caffeinated tea,,4 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Bagels,,herbal tea,,6 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Bagels,,white sugar,,1/2 cup,,,,,,,,x,,CA,,,
,,,,,,,,,,,,,,,,,,,
12,2L,PB&J,,peanut butter,,32 oz,,,,,x,,,,,,,,
12,2L,PB&J,,almond butter,,16 oz,,,,,x,,,,,,,,
12,2L,PB&J,,jam,,16 oz,,x,,,,,,,,,,,
12,2L,PB&J,,sliced breads,,~32 slices,,,,,,x,,,,AZ,TJ's ?,,"variety: nutty, whole wheat, buttermilk, sourdough...etc"
12,2L,PB&J,,tortillas,,20,,,,,,x,,,,AZ,,, (good kind aka. non-mission brand)
12,2L,PB&J,,honey,,16 oz,,,,,,,,x,,CA,,,
12,2L,PB&J,,nutella,,8 oz,,,,,x,,,,,CA,,,
12,2L,PB&J,,oranges,,7,,,x,,,,,,,AZ,,,
12,2L,PB&J,,apples,,5,,,x,,,,,,,AZ,,,
12,2L,PB&J,,chips,,2,,,,,,,x,,,AZ,,,non-salsa requiring!
12,2L,PB&J,,carrots,,12,,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12,3D,,Thai Curry,sweet potatoes,,10,,,x,,,,,,,CA,costco/TJ's,,
12,3D,,Thai Curry,yellow onion,,5,,,x,,,,,,,CA,costco/TJ's,,
12,3D,,Thai Curry,garlic,,1.5 heads,,,x,,,,,,,CA,costco/TJ's,,
12,3D,,Thai Curry,canned tomatoes,,15 oz,,,,,x,,,,,CA,costco/TJ's,,
12,3D,,Thai Curry,carrots,,4,,x,,,,,,,,AZ,,,
12,3D,,Thai Curry,firm tofu,,3 packages,,x,,,,,,,,AZ,,,
12,3D,,Thai Curry,frozen spinach,,1 package,x,,,,,,,,,AZ,,,
12,3D,,Thai Curry,corriander,,,,,,,,,,x,,CA,box,,
12,3D,,Thai Curry,turmeric,,,,,,,,,,x,,CA,box,,
12,3D,,Thai Curry,cumin,,,,,,,,,,x,,CA,box,,
12,3D,,Thai Curry,curry paste,,2 little jars,,,,,x,,,,,CA,TJ's?,,
12,3D,,Thai Curry,coconut milk,,2 cans,,,,,x,,,,,CA,TJ's,,
12,3D,,Quinoa,quinoa,,5 cups,,,,,x,,,,,CA,whofo?,,
,,,,,,,,,,,,,,,,,,,
12,1B,Fast: Cereal,,banana bread,,2 Loaves,,,,,,x,,,x,CA,,,
12,1B,Fast: Cereal,,margarine,,4 oz,,x,,,,,,,,CA,costco,,
12,1B,Fast: Cereal,,peanut butter,,8 oz,,,,,,,,x,,CA,costco,,
12,1B,Fast: Cereal,,cereal,,15 cups,,,,,x,,,,,CA,costco,,
12,1B,Fast: Cereal,,granola,,5 cups,,,,,x,,,,x,CA,,,
12,1B,Fast: Cereal,,milk dried ,,1 qt dry,,,,,,,,x,,CA,,,
12,1B,Fast: Cereal,,almond milk,,1 qt,,,,,x,,,,,CA,costco,,
12,1B,Fast: Cereal,,rice milk,,1 qt,,,,,x,,,,,CA,,,
12,1B,Fast: Cereal,,yogurt,,16 oz,,x,,,,,,,,AZ,,,
12,1B,Fast: Cereal,,craisins,,8 oz,,,,,x,,,,,CA,costco,,
12,1B,Fast: Cereal,,canned peaches,,2 29oz cans,,,,,,x,,,,AZ,,,
12,1B,Fast: Cereal,,yogurt,,1 large tub,x??,x,,,,,,,,CA,,,
12,1B,Fast: Cereal,,coffee,,1/4 lb,,,,,x,,,,,CA,costco,,
12,1B,Fast: Cereal,,decaf coffee bag,,2 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Cereal,,caffeinated tea,,4 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Cereal,,herbal tea,,6 bags,,,,,x,,,,,CA,,,
12,1B,Fast: Cereal,,white sugar,,1/2 cup,,,,,,,,x,,CA,,,
,,,,,,,,,,,,,,,,,,,
13,2L,Deli Bar,,sliced breads,,~32 slices,,,,,,x,,,,AZ,TJ's ?,,"variety: nutty, whole wheat, buttermilk, sourdough...etc"
13,2L,Deli Bar,,tortillas,,20,,,,,,x,,,,AZ,,, (good kind aka. non-mission brand)
13,2L,Deli Bar,,tomatoes,,4 large,,,,,,,,,,,,,
13,2L,Deli Bar,,red onion,,1 large,,,x,,,,,,,AZ,,,
13,2L,Deli Bar,,pepperonchinis,,1/2 large jar,,x,,,,,,,,CA,,,
13,2L,Deli Bar,,fancy mustard (mendocino mustard?),,1/2 jar,,x,,,,,,,,CA,,,
13,2L,Deli Bar,,cheese (assortment),,16 oz,,x,,,,,,,,AZ,TJ's,,
13,2L,Deli Bar,,iceburg lettuce,,1/2 head,,x,,,,,,,,AZ,,,
13,2L,Deli Bar,,mayonaise,,1/5 jar,,x,,,,,,,,CA,TJ's,,
13,2L,Deli Bar,,peanut butter,,16 oz,,,,,x,,,,,CA,TJ's,,
13,2L,Deli Bar,,jam,,16 oz,,x,,,,,,,we could bring some home-made jam!,CA,,,
13,2L,Deli Bar,,oranges,,5,,,x,,,,,,,AZ,,,
13,2L,Deli Bar,,apples,,4,,,x,,,,,,,AZ,,,
13,2L,Deli Bar,,salt and vinegar potato chips (or something else delicious),,1 bag,,,,,,,x,,,AZ,TJ's/whofo,,
13,2L,Deli Bar,,terra sweet potato/root veggie chips,,1 bag,,,,,,,x,,,AZ,TJ's/whofo,,
13,2L,Deli Bar,,tapatio,,endless :),,,,,,,,x,,CA,box?,,
13,2L,Deli Bar,,salame log,,1 small,,x,,,,,,,,AZ,,,"Unsliced/Let's try to buy sustainably raised meat, please."
13,2L,Deli Bar,,"marinated, baked tofu",,4 packages,,x,,,,,,,,AZ,TJ's/whofo,,(e.g. wildwood)
13,2L,Deli Bar,,carrots,,1 bunch of small carrots,,x,,,,,,,,AZ,,,
13,2L,Deli Bar,,roasted red pepper spread,,1 jar,,,,,x,,,,,CA,TJ's,,
13,2L,Deli Bar,,jar of pesto that doesn't need to be refridgerated,,1 small jar,,,,,x,,,,,,,,
,,,,,,,,,,,,,,,,,,,
13,3D,,Pilaf,amaranth,,3 cups,,,,,x,,,,,CA,,,
13,3D,,Pilaf,onion,,2 large,,,x,,,,,,,,,,
13,3D,,Pilaf,garlic,,3 cloves,,,x,,,,,,,,Zuz's garden,,
13,3D,,Pilaf,sesame seeds,,3 tablespoons,,,,,x,,,,,CA,,,
13,3D,,Pilaf,ancho chili powder,,3 tablespoons,,,,,x,,,,,CA,,,
13,3D,,Pilaf,dried cilantro ,,1/4 cup,,,,,x,,,,,,Zuz's garden/dehydrator,,
13,3D,,Pilaf,kashi pilaf,,4 cups,,,,,x,,,,,CA,,,
13,3D,,Pilaf,ancho chile sauce (zuz will premake),,,x,,,,,,,,x,,,,
13,3D,,Pilaf,plantains,,6,,,,,x,,,,,CA,,,
13,3D,,Pilaf,oil for frying,,1/2 cup,,,,,,,,x,,,,,
13,3D,,Pilaf,sweet potatoes,,6,,,,,x,,,,,?,,,
13,3D,,Pilaf,oil,,1/4 cup,,,,,,,,x,,,,,
13,3D,,Pilaf,kale,,frozen bag (? size),x,,,,,,,,,?,,,
13,3D,,Pilaf,black beans,,3 cans,,,,,x,,,,,AZ,,,
13,3D,,Pilaf,pepitas,,1.5 cup,,,,,x,,,,,CA,,,
,,,,,,,,,,,,,,,,,,,
14,1B,Fast: Oatmeal,,oatmeal,,6 cups,,,,,x,,,,,CA,costco,,
14,1B,Fast: Oatmeal,,granola,,10 cups,,,,,x,,,,x,CA,,,
14,1B,Fast: Oatmeal,,cream of wheat,,2 cups,,,,,x,,,,,CA,,,
14,1B,Fast: Oatmeal,,almond milk,,1 qt,,,,,x,,,,,CA,costco,,
14,1B,Fast: Oatmeal,,"milk, dried  ",,2 qts dry,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,yogurt,,1 32oz tub,,x,,,,,,,,AZ?,,,
14,1B,Fast: Oatmeal,,peanut butter,,8 oz,,,,,,,,x,,CA,costco,,
14,1B,Fast: Oatmeal,,nutella,,10 oz,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,honey,,5 oz,,,,,,,,x,,CA,costco,,
14,1B,Fast: Oatmeal,,triscuits,,1 box,,,,,x,,,,,CA,costco?,,
14,1B,Fast: Oatmeal,,nutty/seedy crakers,,2 boxes,,,,,x,,,,,CA,costco,,
14,1B,Fast: Oatmeal,,almonds,,1/2  lb,,,,x,,,,,,CA,costco,,
14,1B,Fast: Oatmeal,,craisins,,12 oz,,,,,x,,,,,CA,costco,,
14,1B,Fast: Oatmeal,,coffee,,1/4 lb,,,,,,,,x,,CA,costco,,
14,1B,Fast: Oatmeal,,decaf coffee bag,,2 bags,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,caffeinated tea,,4 bags,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,herbal tea,,6 bags,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,brown sugar,,2 cups,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,"cinnamon, nutmeg",,3 tablespoons,,,,,,,,x,,CA,,,
14,1B,Fast: Oatmeal,,white sugar,,1/2 cup,,,,,,,,x,,CA,,,
,,,,,,,,,,,,,,,,,,,
14,2L,PB&J,,peanut butter,,32 oz,,,,,x,,,,,,,,
14,2L,PB&J,,almond butter,,16 oz,,,,,x,,,,,,,,
14,2L,PB&J,,jam,,32 oz,,x,,,,,,,,,,,
14,2L,PB&J,,sliced breads,,~32 slices,,,,,,x,,,,AZ,TJ's ?,,
14,2L,PB&J,,tortillas,,16,,,,,,,,,,,,,
14,2L,PB&J,,honey,,16 oz,,,,,,,,x,,,,,
14,2L,PB&J,,nutella,,8 oz,,,,,x,,,,,,,,
14,2L,PB&J,,oranges,,7,,,x,,,,,,,AZ,,,
14,2L,PB&J,,apples,,5,,,x,,,,,,,AZ,,,
14,2L,PB&J,,bags of chips (variety),,2,,,,,,,x,,,AZ,,,
14,2L,PB&J,,carrots,,12 carrots,,x,,,,,,,,AZ,,,
,,,,,,,,,,,,,,,,,,,
14,3D,,Ground Nut Stew,boxes of veggie stock (pre-frozen if possible),,2 32 oz boxes,x,,,,,,,,,CA,costco/TJ's,,"freeze ahead of time, and bring in van"
14,3D,,Ground Nut Stew,canola oil for cooking,,1/4 cup,,,,,,,,x,,CA,box,,
14,3D,,Ground Nut Stew,yellow onion,,3,,,x,,,,,,,CA,TJ's,,
14,3D,,Ground Nut Stew,cans of crushed tomatoes,,2 15 oz cans,,,,,x,,,,,CA,Costco/TJ's,,
14,3D,,Ground Nut Stew,hominy (canned),,~45 oz,,,,,x,,,,,CA,Baja Ranch,X,Ana's bringing
14,3D,,Ground Nut Stew,peanut butter,,2 cups,,,,,x,,,,,CA,Costco/TJ's,,
14,3D,,Ground Nut Stew,salt,,,,,,,,,,x,,CA,box,,
14,3D,,Ground Nut Stew,crushed red pepper flakes,,1 tbsp,,,,,,,,x,,CA,?,,
14,3D,,Ground Nut Stew,red bell peppers,,3,,x,,,,,,,,AZ,,,
14,3D,,Ground Nut Stew,garlic (fresh),,1 head,,,x,,,,,,,AZ,,,
14,3D,,Salad,iceberg lettuce,,1 head,,x,,,,,,,,AZ,,,
14,3D,,Salad,carrots,,2,,x,,,,,,,,AZ,,,
14,3D,,Salad,salad dressing (premade),,1.5 cups,,x,,,,,,,x,CA,,,
14,3D,,Salad,jicama,,1/2 of one,,x,,,,,,,,AZ,,,
14,3D,,Salad,cucumber,,2,,x,,,,,,,,AZ,,,
14,3D,,Salad,toasted almonds (unsalted),,2 cups,,,,,x,,,,,CA,TJ's,,
,,,,,,,,,,,,,,,,,,,
15,1B,Fast: Cereal,,triscuits,,1 box,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,nutty/seedy crakers,,1 box,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,peanut butter,,8 oz,,,,,,,,x,,CA,costco,,
15,1B,Fast: Cereal,,cereal,,15 cups,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,granola,,5 cups,,,,,x,,,,x,CA,precooked,,
15,1B,Fast: Cereal,,milk dried ,,1 qt dry,,,,,,,,x,,CA,costco,,
15,1B,Fast: Cereal,,almond milk,,1 qt,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,rice milk,,1 qt,,,,,x,,,,,CA,,,
15,1B,Fast: Cereal,,yogurt,,16 oz,,x,,,,,,,,AZ,,,
15,1B,Fast: Cereal,,craisins,,8 oz,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,canned peaches,,2 29oz cans,,,,,,x,,,,AZ,,,
15,1B,Fast: Cereal,,yogurt,,1 large tub,x,,,,,,,,,CA,,,
15,1B,Fast: Cereal,,coffee,,1/4 lb,,,,,x,,,,,CA,costco,,
15,1B,Fast: Cereal,,decaf coffee bag,,2 bags,,,,,x,,,,,CA,,,
15,1B,Fast: Cereal,,caffeinated tea,,4 bags,,,,,x,,,,,CA,,,
15,1B,Fast: Cereal,,herbal tea,,6 bags,,,,,x,,,,,CA,,,
15,1B,Fast: Cereal,,white sugar,,1/2 cup,,,,,,,,x,,CA,,,
,,,,,,,,,,,,,,,,,,,
15,2L,PB&J,,peanut butter,,32 oz,,,,,x,,,,,,,,
15,2L,PB&J,,almond butter,,16 oz,,,,,x,,,,,,,,
15,2L,PB&J,,jam,,32 oz,,x,,,,,,,,,,,
15,2L,PB&J,,tortillas,,40,,,,,,x,,,,AZ,,,
15,2L,PB&J,,honey,,16 oz,,,,,,,,x,,,,,
15,2L,PB&J,,nutella,,8 oz,,,,,x,,,,,,,,
15,2L,PB&J,,oranges,,7,,,x,,,,,,,AZ,,,
15,2L,PB&J,,apples,,4,,,x,,,,,,,AZ,,,
15,2L,PB&J,,bags of chips (variety),,2,,,,,,,x,,,AZ,,,
15,2L,PB&J,,carrots,,12,,x,,,,,,,,AZ,,,
,,,,,,,,,,,,,,,,,,,
15,3D,,Chili,kidney beans (canned),,~60 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Chili,pinto beans (canned),,~15 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Chili,black beans (canned),,~45 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Chili,hominy,,whatever's left over from ground nut stew on night 14,,x,,,,,,,,CA,baja ranch,x,ana's bringing.
15,3D,,Chili,fire roasted tomatoes (in cans),,~60 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Chili,beer,,2 bottles,,,,,x,,,,,sara?,sara?,,
15,3D,,Chili,cocoa powder,,~1/4 cup?,,,,,,,,x,,CA,box,,
15,3D,,Chili,poblano peppers,,3,,x,,,,,,,,AZ,,,
15,3D,,Chili,red onion,,3,,,x,,,,,,,AZ,,,
15,3D,,Chili,carrot,,4,,x,,,,,,,,AZ,,,
15,3D,,Chili,"chili powder (spice blend, not too spicy)",,~1/2 cup,,,,,,,,x,,CA,?,,
15,3D,,Chili,cumin,,2 tbsp,,,,,,,,x,,CA,box,,
15,3D,,Chili,paprika,,1/4 cup,,,,,,,,x,,CA,box,,
15,3D,,Chili,"chipotle pepper (dried, ground)",,1/4 cup,,,,,,,,x,,CA,?,,
15,3D,,Chili,cheddar cheese,,16 oz,,x,,,,,,,,AZ,,,
15,3D,,Chili,sour cream or yogurt,,20 oz,,x,,,,,,,,AZ,,,
15,3D,,Chili,canned corn,,15 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Cornbread,canned corn,,15 oz,,,,,x,,,,,CA,costco/TJ's,,
15,3D,,Cornbread,honey,,1/2 cup,,,,,,,,x,,box,,,
15,3D,,Cornbread,butter,,1/2 stick,,x,,,,,,,,AZ,,,
15,3D,,Cornbread,cornbread mix,,16 servings,,,,,x,,,,,premade,,,
15,3D,,Cornbread,egg replacer,,4 tbs,,x,,,,,,,,AZ,,,
15,3D,,Cornbread,yogurt (optional ingredient for cornbread),,2 cups,,x,,,,,,,,AZ,,,
15,3D,,Cabbage Carrot Salad,red cabbage (for salad),,1,,x,,,,,,,,AZ,,,
15,3D,,Cabbage Carrot Salad,carrots (for salad),,5 big carrots,,x,,,,,,,,AZ,,,
15,3D,,Cabbage Carrot Salad,raisins (for salad),,1 cup,,,,x,,,,,,CA,box,,
15,3D,,Cabbage Carrot Salad,salad dressing ,,1 cup,,x,,,,,,,x,make in ca,,,
15,3D,,Cabbage Carrot Salad,toasted almonds (for salad),,2 cups,,,,,x,,,,,CA,costco/TJ's,,
,,,,,,,,,,,,,,,,,,,
16,1B,Fast: Crackers,,triscuits,,1 box,,,,,x,,,,,CA,costco,,
16,1B,Fast: Crackers,,wheat thins,,1 box,,,,,x,,,,,CA,costco,,
16,1B,Fast: Crackers,,nutty/seedy crackers,,2 boxes,,,,,x,,,,,CA,costco,,
16,1B,Fast: Crackers,,pecans,,1/4 pound,,,,,x,,,,,CA,costco,,
16,1B,Fast: Crackers,,jam,,8 oz,,,,,,,,,,CA,costco,,
16,1B,Fast: Crackers,,peanut butter,,8 oz,,,,,,,,x,,CA,costco,,
16,1B,Fast: Crackers,,honey,,5 oz,,,,,,,,,,CA,costco,,
16,1B,Fast: Crackers,,veggie cream cheese,,250 g,,x,,,,,,,,AZ,,,
16,1B,Fast: Crackers,,cheddar cheese,,500 g,,x,,,,,,,,AZ,,,
16,1B,Fast: Crackers,,craisins,,8 oz,,,,,x,,,,,CA,costco,,
16,1B,Fast: Crackers,,coffee,,1/4 lb,,,,,,,,x,,CA,costco,,
16,1B,Fast: Crackers,,decaf coffee bag,,2 bags,,,,,,,,x,,CA,,,
16,1B,Fast: Crackers,,caffeinated tea,,4 bags,,,,,,,,x,,CA,,,
16,1B,Fast: Crackers,,herbal tea,,6 bags,,,,,,,,x,,CA,,,
16,1B,Fast: Crackers,,white sugar,,1/2 cup,,,,,,,,x,,CA,costco,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,APPETIZER IDEAS (not sure what days it makes sense to have these),,,,,,,,,,,,,,,
,,,,Baguette,,2,,,,,,,van (day 0),,,AZ,,,"serve on night 0, welcoming appetizer"
,,,,brie,,2 wedges,,x,,,,,,,,AZ,,,"serve on night 0, welcoming appetizer"
,,,,tomato,,4,,x,,,,,,,,az (or CA if from Zuz's garden!),New Frontiers Natural Marketplace (Flagstaff) or Zuz's garden,,"serve on night 0, welcoming appetizer"
,,,,basil,,1 big bunch,,x,,,,,,,,az (or CA if from Zuz's garden!),New Frontiers Natural Marketplace (Flagstaff) or Zuz's garden,,"serve on night 0, welcoming appetizer"
,,,,Veggie chips,,3-4 bags,,,,,x,,,,,CA,Costco/TJ,,
,,,,Crackers (stone-ground wheat or wheat thins),,2 L boxes,,,,,x,,,,,CA,Costco,,
,,,,Olive tapenade,,16 oz,,x,,,,,,,,CA,Costco??,,"this might be available at costco -- if it is, and they make us buy bulk, it wouldn't be the end of the world to put it on another night too!"
,,,,cream cheese,,16 oz,,x,,,,,,,,AZ,,,
,,,,Prosciutto (or salami),,2 pkg,,x,,,,,,,,AZ,,,
,,,,Chips,,2 L bags,,,,,x,,,,,CA,Costco,,
,,,,Salsa,,16 oz,,,,,x,,,,,CA,Costco,,
,,,,Carrot sticks,,4 L carrots,,,x,,,,,,,AZ,,,
,,,,Pita chips (or pita bread),,2 L bags,,,,,x,,,,,CA,Costco,,
,,,,Hummus,,L container,,x,,,,,,,,AZ,,,
,,,,Carrot sticks,,8 L carrots,,,x,,,,,,,AZ,,,
,,,,Crackers (wheat thins),,2 L boxes,,,,,x,,,,,CA,Costco,,
,,,,"Hard cheese (cheddar or swiss, preferably Dubliner cheddar!!) ",,1 lb,,x,,,,,,,,AZ,TJ/Safeway,,
,,,,Salami (sliced),,2 pkg,,x,,,,,,,,AZ,TJ,,
,,,,guava paste,,1 large round can,,,,,x,,,,,CA,Baja Ranch Market!,,
,,,,Crackers (wheat thins),,2 L boxes,,,,,x,,,,,CA,Costco,,
,,,,cream cheese,,16 oz,,x,,,,,,,,AZ,TJ,,
,,,,Pepper jelly,,16 oz,,,,,x,,,,,CA,TJ,,
,,,,,,,,,,,,,,,,,,,
,,,,SNACKS:,,,,,,,,,,,,,,,
,,,,popcorn,,128 popped cups,2 cups popped/person/day)* 4 days,,,,,,,,,,,,
,,,,Costco fruit and nut bag mix,,80 cups,1 cup/person/day* 5 days,,,,,,,,,,,,
,,,,"gold fish crackers, peanut butter pretzels",,80 cups,1 cup/person/day* 5 days,,,,,,,,,,,,
,,,,peanut m&m's--(1/2 cup per person per day)  =  1 day,,8 cups,1/2 cup/person/day* 1day,,,,,,,,,,,,
,,,,granola bars assortment (1 bar per person per day) = 5 days,,80 cups,1 bay/person/day* 5 days,,,,,,,,,,,,
,,,,sesame sticks,,48 cups,1 cup/person/3 days,,,,,,,,,,,,
,,,,wasabi or salty rice cracker trail mix,,32 cups,1 cup/person/2 days,,,,,,,,,,Costco,,
,,,,,,,,,,,,,,,,,,,
,,,,GATORADE Powder,,590 oz = 68 gallon equivalent,,,,,,,,,,CA,Costco,,(2.3 oz = 1 L)/person x 16 days -- we want to be able to make 68 gallons of gatorade
,,,,,,,,,,,,,,,,,,,
,,,,Extra Food (just in case someone's hungry),,,,,,,,,,,,,,,
,,,,annie's mac&cheese,,4 boxes,,,,,x,,,,,CA,,,
,,,,sustainably raised tuna,,6 cans,,,,,x,,,,,CA,,,
,,,,nutty hearty crackers,,3 boxes,,,,,x,,,,,CA,,,can pull these out on day 15 lunch if the tortillas
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,ALL BREAKFASTS INCLUDE:,,total amount,,,,,,,,,,,,,
,,,,coffee,,4.5 lbs,,,,,,,,x,,,,,
,,,,decaf coffee bags,,30 bags,,,,,,,,x,,,,,
,,,,caffeinated tea,,60 bags,,,,,,,,x,,,,,
,,,,herbal tea,,90 bags,,,,,,,,x,,,,,
,,,,white sugar,,7.5 cups,,,,,,,,x,,,,,
